model,dataset,layer_idx,loes_score,classification_loss,isotropy,embed_dim
DINOv3-S16,stanford_cars,0,0.9302285970188677,0.004814325366169214,0.07458572834730148,384
DINOv3-S16,stanford_cars,1,0.8675902329850942,0.0038334422279149294,0.13624320924282074,384
DINOv3-S16,stanford_cars,2,0.8590819507371634,0.0038114457856863737,0.14472949504852295,384
DINOv3-S16,stanford_cars,3,0.8242506631650031,0.0037916251458227634,0.1795409619808197,384
DINOv3-S16,stanford_cars,4,0.812674910062924,0.0037636461202055216,0.1910887360572815,384
DINOv3-S16,stanford_cars,5,0.8528646209742874,0.0037638971116393805,0.150899276137352,384
DINOv3-S16,stanford_cars,6,0.8635161677375436,0.0037531116977334023,0.14023694396018982,384
DINOv3-S16,stanford_cars,7,0.8842391131911427,0.003732471028342843,0.11949335783720016,384
DINOv3-S16,stanford_cars,8,0.8595524369738996,0.0036569624207913876,0.14410452544689178,384
DINOv3-S16,stanford_cars,9,0.8309498890303075,0.0036086603067815304,0.172658771276474,384
DINOv3-S16,stanford_cars,10,0.7413602359592915,0.003334958106279373,0.2619747221469879,384
DINOv3-S16,stanford_cars,11,0.7192717017605901,0.002900374121963978,0.2836286723613739,384
