model,dataset,layer_idx,loes_score,classification_loss,isotropy,embed_dim
DINOv3-S16,stanford_cars,0,0.9308175235055387,0.004807026591151953,0.07398950308561325,384
DINOv3-S16,stanford_cars,1,0.8707948932424188,0.0038319090381264687,0.1330370157957077,384
DINOv3-S16,stanford_cars,2,0.8572952339891344,0.0038127193693071604,0.14651748538017273,384
DINOv3-S16,stanford_cars,3,0.822147510247305,0.003797761397436261,0.18165025115013123,384
DINOv3-S16,stanford_cars,4,0.8168625729158521,0.003770877607166767,0.1869083046913147,384
DINOv3-S16,stanford_cars,5,0.8564396649599075,0.0037542879581451416,0.1473146229982376,384
DINOv3-S16,stanford_cars,6,0.8705547954887152,0.003747766837477684,0.1331929713487625,384
DINOv3-S16,stanford_cars,7,0.8902567310724407,0.003735205391421914,0.11347847431898117,384
DINOv3-S16,stanford_cars,8,0.867428342346102,0.0036516287364065647,0.13622328639030457,384
DINOv3-S16,stanford_cars,9,0.8401753876823932,0.0036052141804248095,0.16342982649803162,384
DINOv3-S16,stanford_cars,10,0.7508622475434095,0.003375149564817548,0.2525129020214081,384
DINOv3-S16,stanford_cars,11,0.7234679607208818,0.002943619852885604,0.2794756591320038,384
