model,dataset,layer_idx,loes_score,classification_loss,isotropy,embed_dim
CLIP-B32,stanford_cars,0,0.8696835045702755,0.002645180094987154,0.1329616755247116,768
CLIP-B32,stanford_cars,1,0.8440619253087789,0.002613558666780591,0.1585516333580017,768
CLIP-B32,stanford_cars,2,0.8372067990712821,0.0025942507199943066,0.16538745164871216,768
CLIP-B32,stanford_cars,3,0.8065999075770378,0.002557627856731415,0.1959577202796936,768
CLIP-B32,stanford_cars,4,0.7818221298512071,0.0025123206432908773,0.22069019079208374,768
CLIP-B32,stanford_cars,5,0.7652118019759655,0.0024773292243480682,0.23726552724838257,768
CLIP-B32,stanford_cars,6,0.778654150897637,0.0024445729795843363,0.22379042208194733,768
CLIP-B32,stanford_cars,7,0.8098595240153372,0.0024117627181112766,0.19255223870277405,768
CLIP-B32,stanford_cars,8,0.7932007608469576,0.002360045677050948,0.20915928483009338,768
CLIP-B32,stanford_cars,9,0.8204304205719382,0.0022528248373419046,0.18182240426540375,768
CLIP-B32,stanford_cars,10,0.8032898781821132,0.0021545765921473503,0.19886469841003418,768
CLIP-B32,stanford_cars,11,0.812343520577997,0.002172065433114767,0.1898285448551178,768
