model,dataset,layer_idx,loes_score,classification_loss,isotropy,embed_dim
CLIP-B32,stanford-dogs,0,0.8918641032651067,0.005498361773788929,0.11363425850868225,768
CLIP-B32,stanford-dogs,1,0.8758620810694993,0.005446706432849169,0.12958462536334991,768
CLIP-B32,stanford-dogs,2,0.8567601544782519,0.005372087471187115,0.14861193299293518,768
CLIP-B32,stanford-dogs,3,0.8256529564969242,0.005267008673399687,0.17961405217647552,768
CLIP-B32,stanford-dogs,4,0.8056531818583608,0.005165007896721363,0.1995118260383606,768
CLIP-B32,stanford-dogs,5,0.7899256274104118,0.005072958767414093,0.21514733135700226,768
CLIP-B32,stanford-dogs,6,0.7961888806894422,0.004996185190975666,0.2088073045015335,768
CLIP-B32,stanford-dogs,7,0.7962782601825893,0.0049189249984920025,0.2086406648159027,768
CLIP-B32,stanford-dogs,8,0.7688574246130884,0.004793812986463308,0.23593638837337494,768
CLIP-B32,stanford-dogs,9,0.786169467959553,0.004614411387592554,0.21844494342803955,768
CLIP-B32,stanford-dogs,10,0.775113488547504,0.0044945282861590385,0.2293810397386551,768
CLIP-B32,stanford-dogs,11,0.7949360851198435,0.004479655995965004,0.20954357087612152,768
