model,dataset,layer_idx,loes_score,classification_loss,isotropy,embed_dim
DeiT-B16,stanford-dogs,0,0.9288499839603901,0.00655214861035347,0.07770216464996338,768
DeiT-B16,stanford-dogs,1,0.8946759286336601,0.005467485170811415,0.11079155653715134,768
DeiT-B16,stanford-dogs,2,0.8770636054687202,0.005308079998940229,0.12824447453022003,768
DeiT-B16,stanford-dogs,3,0.857594455126673,0.005272815469652414,0.14767836034297943,768
DeiT-B16,stanford-dogs,4,0.8453956195153296,0.00519948685541749,0.1598038673400879,768
DeiT-B16,stanford-dogs,5,0.8232614672742784,0.005068657454103231,0.18180719017982483,768
DeiT-B16,stanford-dogs,6,0.7873088070191443,0.004945660475641489,0.2176368534564972,768
DeiT-B16,stanford-dogs,7,0.7288918532431126,0.0047448016703128815,0.2758529484272003,768
DeiT-B16,stanford-dogs,8,0.6859756493940949,0.004481025971472263,0.3185053765773773,768
DeiT-B16,stanford-dogs,9,0.6513473321683705,0.0038443137891590595,0.3524969816207886,768
DeiT-B16,stanford-dogs,10,0.6597820573952049,0.0027997249271720648,0.34301766753196716,768
DeiT-B16,stanford-dogs,11,0.6823315904475749,0.0024605081416666508,0.3201289176940918,768
