model,dataset,layer_idx,loes_score,classification_loss,isotropy,embed_dim
ViT-IN21k-B16,stanford-dogs,0,0.9247009442187846,0.005994400475174189,0.08129345625638962,768
ViT-IN21k-B16,stanford-dogs,1,0.9013905702158809,0.005367736332118511,0.10397716611623764,768
ViT-IN21k-B16,stanford-dogs,2,0.8732735435478389,0.005252830218523741,0.13197928667068481,768
ViT-IN21k-B16,stanford-dogs,3,0.8441415019333363,0.005158577114343643,0.16101707518100739,768
ViT-IN21k-B16,stanford-dogs,4,0.8175085131078959,0.005076179280877113,0.18756766617298126,768
ViT-IN21k-B16,stanford-dogs,5,0.7945781270973384,0.005005232524126768,0.21042710542678833,768
ViT-IN21k-B16,stanford-dogs,6,0.7762098079547286,0.004964343272149563,0.22875453531742096,768
ViT-IN21k-B16,stanford-dogs,7,0.7554762391373515,0.004889610223472118,0.2494133710861206,768
ViT-IN21k-B16,stanford-dogs,8,0.7334740422666073,0.004775669425725937,0.27130162715911865,768
ViT-IN21k-B16,stanford-dogs,9,0.7106674681417644,0.004652358125895262,0.29398488998413086,768
ViT-IN21k-B16,stanford-dogs,10,0.6533922592643648,0.003717784071341157,0.3503255248069763,768
ViT-IN21k-B16,stanford-dogs,11,0.7237075020093471,0.002082412363961339,0.27837491035461426,768
