model,dataset,layer_idx,loes_score,classification_loss,isotropy,embed_dim
DINOv2-S,stanford-dogs,0,0.8733014250174165,0.00741147343069315,0.13411004841327667,384
DINOv2-S,stanford-dogs,1,0.8695360100828111,0.0075309700332582,0.13799495995044708,384
DINOv2-S,stanford-dogs,2,0.856464727781713,0.007385357283055782,0.15092062950134277,384
DINOv2-S,stanford-dogs,3,0.8207238903269172,0.0071328869089484215,0.18640899658203125,384
DINOv2-S,stanford-dogs,4,0.7936169076710939,0.006848948076367378,0.21323204040527344,384
DINOv2-S,stanford-dogs,5,0.79926239233464,0.0066388873383402824,0.20737649500370026,384
DINOv2-S,stanford-dogs,6,0.7892867987975478,0.006485379301011562,0.21719858050346375,384
DINOv2-S,stanford-dogs,7,0.7836322588846087,0.006466100923717022,0.22283384203910828,384
DINOv2-S,stanford-dogs,8,0.8016532612964511,0.006384204141795635,0.20473094284534454,384
DINOv2-S,stanford-dogs,9,0.8073946135118604,0.006268267519772053,0.19887365400791168,384
DINOv2-S,stanford-dogs,10,0.7639322336763144,0.005807420238852501,0.24187518656253815,384
DINOv2-S,stanford-dogs,11,0.656257679220289,0.005021174903959036,0.34876349568367004,384
