model,dataset,layer_idx,loes_score,classification_loss,isotropy,embed_dim
DeiT-B16,stanford-dogs,0,0.9287765375338495,0.006544431205838919,0.07776789367198944,768
DeiT-B16,stanford-dogs,1,0.8941385382786393,0.005486012436449528,0.11134747415781021,768
DeiT-B16,stanford-dogs,2,0.8764530830085278,0.005318012088537216,0.12886492908000946,768
DeiT-B16,stanford-dogs,3,0.8569850022904575,0.005279391538351774,0.1482943892478943,768
DeiT-B16,stanford-dogs,4,0.8450212255120277,0.00522228330373764,0.1602010577917099,768
DeiT-B16,stanford-dogs,5,0.8235918888822198,0.005105511285364628,0.18151362240314484,768
DeiT-B16,stanford-dogs,6,0.788803678471595,0.004991781432181597,0.21618810296058655,768
DeiT-B16,stanford-dogs,7,0.7306666132062674,0.004815792664885521,0.27414917945861816,768
DeiT-B16,stanford-dogs,8,0.6869418635033071,0.004525573458522558,0.31758370995521545,768
DeiT-B16,stanford-dogs,9,0.6537772146984935,0.00392052810639143,0.35014331340789795,768
DeiT-B16,stanford-dogs,10,0.6586759332567453,0.002883428707718849,0.3442074954509735,768
DeiT-B16,stanford-dogs,11,0.6765825089532882,0.0025350090581923723,0.3259525001049042,768
