model,dataset,layer_idx,loes_score,classification_loss,isotropy,embed_dim
ViT-IN21k-B16,stanford-dogs,0,0.9252606104128063,0.0059903706423938274,0.08072976022958755,768
ViT-IN21k-B16,stanford-dogs,1,0.9016177668236196,0.005350732710212469,0.10373296588659286,768
ViT-IN21k-B16,stanford-dogs,2,0.8737223828211427,0.005256258882582188,0.13153387606143951,768
ViT-IN21k-B16,stanford-dogs,3,0.8448212947696447,0.0051732417196035385,0.1603519469499588,768
ViT-IN21k-B16,stanford-dogs,4,0.8183375555090606,0.005084942560642958,0.18674738705158234,768
ViT-IN21k-B16,stanford-dogs,5,0.794906054623425,0.0050058262422680855,0.21009977161884308,768
ViT-IN21k-B16,stanford-dogs,6,0.7769322409294546,0.004954637493938208,0.22802239656448364,768
ViT-IN21k-B16,stanford-dogs,7,0.7565342020243406,0.004887474700808525,0.2483532726764679,768
ViT-IN21k-B16,stanford-dogs,8,0.7348951543681324,0.004773690830916166,0.2698785364627838,768
ViT-IN21k-B16,stanford-dogs,9,0.7120484006591141,0.004646260756999254,0.29259786009788513,768
ViT-IN21k-B16,stanford-dogs,10,0.6548916068859398,0.0036759045906364918,0.34878429770469666,768
ViT-IN21k-B16,stanford-dogs,11,0.719911304069683,0.0020491748582571745,0.2821378707885742,768
