model,dataset,layer_idx,loes_score,classification_loss,isotropy,embed_dim
CLIP-B32,sun397,0,0.882384369848296,0.001982400892302394,0.11959803104400635,768
CLIP-B32,sun397,1,0.8570290496572852,0.001965492032468319,0.1449364423751831,768
CLIP-B32,sun397,2,0.8420349671505392,0.0019439770840108395,0.15990900993347168,768
CLIP-B32,sun397,3,0.8196331749204546,0.0019219557289034128,0.1822887808084488,768
CLIP-B32,sun397,4,0.8067087209783494,0.0018896437250077724,0.19518092274665833,768
CLIP-B32,sun397,5,0.7894974945811555,0.0018479822902008891,0.2123504877090454,768
CLIP-B32,sun397,6,0.7876431772019714,0.0018054225947707891,0.21416224539279938,768
CLIP-B32,sun397,7,0.7826175603549927,0.0017547819297760725,0.21913722157478333,768
CLIP-B32,sun397,8,0.7485492679988965,0.0016671273624524474,0.2531178593635559,768
CLIP-B32,sun397,9,0.7288377421209589,0.0015519099542871118,0.27271416783332825,768
CLIP-B32,sun397,10,0.7206770335324109,0.0015543852932751179,0.28087735176086426,768
CLIP-B32,sun397,11,0.7603127809707075,0.0015845897141844034,0.24127180874347687,768
