model,dataset,layer_idx,loes_score,classification_loss,isotropy,embed_dim
MAE-B16,sun397,0,0.9161327891051769,0.001990530639886856,0.08585774153470993,768
MAE-B16,sun397,1,0.9171397173777223,0.0019742855802178383,0.08483456820249557,768
MAE-B16,sun397,2,0.9108574858400971,0.0019665679428726435,0.09110908210277557,768
MAE-B16,sun397,3,0.9038343804422766,0.0019570442382246256,0.09812266379594803,768
MAE-B16,sun397,4,0.8933032775530592,0.0019452596316114068,0.10864198207855225,768
MAE-B16,sun397,5,0.8831682906020433,0.0019322887528687716,0.1187639981508255,768
MAE-B16,sun397,6,0.8718272639671341,0.0019110037246719003,0.13008373975753784,768
MAE-B16,sun397,7,0.8548100325278938,0.0018857005052268505,0.14707566797733307,768
MAE-B16,sun397,8,0.8317547140177339,0.0018516627606004477,0.17009694874286652,768
MAE-B16,sun397,9,0.8113197799539194,0.001824599108658731,0.19050481915473938,768
MAE-B16,sun397,10,0.7952554052462801,0.0018200849881395698,0.20656467974185944,768
MAE-B16,sun397,11,0.7945241698762402,0.0018223592778667808,0.2072981894016266,768
