model,dataset,layer_idx,loes_score,classification_loss,isotropy,embed_dim
MAE-B16,sun397,0,0.9167458359152079,0.001988278701901436,0.08524244278669357,768
MAE-B16,sun397,1,0.9175184543710202,0.0019703011494129896,0.08445184677839279,768
MAE-B16,sun397,2,0.9110752455890179,0.001961704343557358,0.09088645875453949,768
MAE-B16,sun397,3,0.9040694005088881,0.0019519842462614179,0.09788258373737335,768
MAE-B16,sun397,4,0.8936001156689599,0.0019402747275307775,0.10834015905857086,768
MAE-B16,sun397,5,0.8832760910736397,0.0019262145506218076,0.11865012347698212,768
MAE-B16,sun397,6,0.8718815490137786,0.0019041940104216337,0.13002264499664307,768
MAE-B16,sun397,7,0.8549241472501308,0.0018761802930384874,0.14695203304290771,768
MAE-B16,sun397,8,0.8320427690632641,0.0018404875881969929,0.16979771852493286,768
MAE-B16,sun397,9,0.8121441428083926,0.0018163893837481737,0.18967224657535553,768
MAE-B16,sun397,10,0.7966726905433461,0.0018121189204975963,0.2051394283771515,768
MAE-B16,sun397,11,0.79603580548428,0.0018140168394893408,0.20577821135520935,768
