model,dataset,layer_idx,loes_score,classification_loss,isotropy,embed_dim
CLIP-B32,mini-imagenet,0,0.8920406550168991,0.008519895374774933,0.11647924035787582,768
CLIP-B32,mini-imagenet,1,0.8681178772822022,0.008322187699377537,0.1402043104171753,768
CLIP-B32,mini-imagenet,2,0.8484709011390805,0.00807026494294405,0.15959936380386353,768
CLIP-B32,mini-imagenet,3,0.8148996117524803,0.007768008392304182,0.1928683966398239,768
CLIP-B32,mini-imagenet,4,0.7919826577417552,0.0073883007280528545,0.2154056429862976,768
CLIP-B32,mini-imagenet,5,0.7582924207672477,0.0068879565224051476,0.24859553575515747,768
CLIP-B32,mini-imagenet,6,0.747873523272574,0.006416209973394871,0.2585426867008209,768
CLIP-B32,mini-imagenet,7,0.7379923439584672,0.005862561520189047,0.2678702175617218,768
CLIP-B32,mini-imagenet,8,0.6835438292473555,0.0050784628838300705,0.3215346336364746,768
CLIP-B32,mini-imagenet,9,0.6840735841542482,0.004239099100232124,0.3201655149459839,768
CLIP-B32,mini-imagenet,10,0.7030097828246653,0.004195331130176783,0.3011855483055115,768
CLIP-B32,mini-imagenet,11,0.7429959936998785,0.004382805433124304,0.26138681173324585,768
