model,dataset,layer_idx,loes_score,classification_loss,isotropy,embed_dim
DINOv2-S,mini-imagenet,0,0.868957631289959,0.009042568504810333,0.14008493721485138,384
DINOv2-S,mini-imagenet,1,0.8703140979632735,0.009005672298371792,0.13869157433509827,384
DINOv2-S,mini-imagenet,2,0.8672897135838866,0.008747912012040615,0.141458198428154,384
DINOv2-S,mini-imagenet,3,0.8369838539510965,0.008518168702721596,0.17153431475162506,384
DINOv2-S,mini-imagenet,4,0.8033266440033913,0.008310385048389435,0.20498374104499817,384
DINOv2-S,mini-imagenet,5,0.8088781032711267,0.008124509826302528,0.19924640655517578,384
DINOv2-S,mini-imagenet,6,0.8027006853371859,0.007802339270710945,0.20510165393352509,384
DINOv2-S,mini-imagenet,7,0.7636136333458126,0.007477052044123411,0.24386341869831085,384
DINOv2-S,mini-imagenet,8,0.7800855352543294,0.006977336015552282,0.22689180076122284,384
DINOv2-S,mini-imagenet,9,0.804565601516515,0.006463401485234499,0.20189779996871948,384
DINOv2-S,mini-imagenet,10,0.8261524601839483,0.005605162587016821,0.17945270240306854,384
DINOv2-S,mini-imagenet,11,0.17736770398914814,0.003824012354016304,0.8264563083648682,384
