model,dataset,layer_idx,loes_score,classification_loss,isotropy,embed_dim
DeiT-B16,mini-imagenet,0,0.9333413867279887,0.008814479224383831,0.07547309249639511,768
DeiT-B16,mini-imagenet,1,0.890495803207159,0.008165877312421799,0.11767007410526276,768
DeiT-B16,mini-imagenet,2,0.8685153536498547,0.007921796292066574,0.13940644264221191,768
DeiT-B16,mini-imagenet,3,0.8492304910905659,0.007779859472066164,0.15854936838150024,768
DeiT-B16,mini-imagenet,4,0.837294555734843,0.007620326709002256,0.17032577097415924,768
DeiT-B16,mini-imagenet,5,0.8129813144914806,0.007291577290743589,0.194310262799263,768
DeiT-B16,mini-imagenet,6,0.7591795409098268,0.0067774588242173195,0.24759791791439056,768
DeiT-B16,mini-imagenet,7,0.6722069773823023,0.006223985925316811,0.3340170085430145,768
DeiT-B16,mini-imagenet,8,0.5597805008292198,0.005450241267681122,0.4456697404384613,768
DeiT-B16,mini-imagenet,9,0.39540241193026304,0.0038521690294146538,0.6084497570991516,768
DeiT-B16,mini-imagenet,10,0.6423410968855023,0.0020253555849194527,0.3596842586994171,768
DeiT-B16,mini-imagenet,11,0.793839079909958,0.0018838323885574937,0.20804475247859955,768
