model,dataset,layer_idx,loes_score,classification_loss,isotropy,embed_dim
MAE-B16,mini-imagenet,0,0.9286503307521343,0.008569281548261642,0.07991895079612732,768
MAE-B16,mini-imagenet,1,0.9290683595463634,0.008357557468116283,0.07928919792175293,768
MAE-B16,mini-imagenet,2,0.9234521118924022,0.008254352025687695,0.08480224013328552,768
MAE-B16,mini-imagenet,3,0.9181816475465894,0.008101959712803364,0.08992031216621399,768
MAE-B16,mini-imagenet,4,0.9090599259361625,0.007921821437776089,0.09886189550161362,768
MAE-B16,mini-imagenet,5,0.8999583022668958,0.007719953544437885,0.10776165127754211,768
MAE-B16,mini-imagenet,6,0.8883393448777497,0.007335369009524584,0.1189960241317749,768
MAE-B16,mini-imagenet,7,0.8695010468363762,0.0068908557295799255,0.13738980889320374,768
MAE-B16,mini-imagenet,8,0.8430051910690963,0.006005536299198866,0.16300034523010254,768
MAE-B16,mini-imagenet,9,0.8177895001135767,0.005507891532033682,0.18771839141845703,768
MAE-B16,mini-imagenet,10,0.7915848125703633,0.005351134110242128,0.21376632153987885,768
MAE-B16,mini-imagenet,11,0.7807296887040138,0.005339108407497406,0.22460941970348358,768
