model,dataset,layer_idx,loes_score,classification_loss,isotropy,embed_dim
DeiT-B16,mini-imagenet,0,0.933128978125751,0.008831384591758251,0.07570240646600723,768
DeiT-B16,mini-imagenet,1,0.8908187383785844,0.008203507401049137,0.11738476902246475,768
DeiT-B16,mini-imagenet,2,0.8689144076779485,0.00797667820006609,0.13906227052211761,768
DeiT-B16,mini-imagenet,3,0.8496552240103483,0.007830513641238213,0.1581752896308899,768
DeiT-B16,mini-imagenet,4,0.8374795159325004,0.00766333844512701,0.17018382251262665,768
DeiT-B16,mini-imagenet,5,0.8130220719613135,0.007308612111955881,0.1942865401506424,768
DeiT-B16,mini-imagenet,6,0.759333694819361,0.006811986211687326,0.24747829139232635,768
DeiT-B16,mini-imagenet,7,0.6721165589988232,0.006269555538892746,0.3341529965400696,768
DeiT-B16,mini-imagenet,8,0.5591396032832563,0.005500966217368841,0.44636136293411255,768
DeiT-B16,mini-imagenet,9,0.3919982591178268,0.0038879194762557745,0.611889660358429,768
DeiT-B16,mini-imagenet,10,0.6374355636071414,0.002059438033029437,0.36462387442588806,768
DeiT-B16,mini-imagenet,11,0.7923635884653777,0.0019135370384901762,0.2095499485731125,768
