model,dataset,layer_idx,loes_score,classification_loss,isotropy,embed_dim
MAE-B16,mini-imagenet,0,0.9282326623797417,0.008593112230300903,0.08036044985055923,768
MAE-B16,mini-imagenet,1,0.9286079807206988,0.008359911851584911,0.07975193113088608,768
MAE-B16,mini-imagenet,2,0.9229830149561167,0.008248114958405495,0.08526510000228882,768
MAE-B16,mini-imagenet,3,0.917566224001348,0.008095539174973965,0.09052931517362595,768
MAE-B16,mini-imagenet,4,0.9082838818430901,0.007912397384643555,0.0996285155415535,768
MAE-B16,mini-imagenet,5,0.8990832851268351,0.0077147469855844975,0.10863146185874939,768
MAE-B16,mini-imagenet,6,0.8873140905052423,0.00734114833176136,0.12002705782651901,768
MAE-B16,mini-imagenet,7,0.8683012938126922,0.006895042024552822,0.13859374821186066,768
MAE-B16,mini-imagenet,8,0.8413295671343803,0.00601205974817276,0.16468249261379242,768
MAE-B16,mini-imagenet,9,0.8153765387833118,0.005517039448022842,0.190140500664711,768
MAE-B16,mini-imagenet,10,0.7889810083433986,0.005366298370063305,0.21638529002666473,768
MAE-B16,mini-imagenet,11,0.7785260593518615,0.005353919230401516,0.22682785987854004,768
