model,dataset,layer_idx,loes_score,classification_loss,isotropy,embed_dim
MAE-B16,mini-imagenet,0,0.9283471433445811,0.008574503473937511,0.08022736012935638,768
MAE-B16,mini-imagenet,1,0.9287531347945333,0.008358758874237537,0.07960562407970428,768
MAE-B16,mini-imagenet,2,0.9231908647343516,0.008249166421592236,0.0850583016872406,768
MAE-B16,mini-imagenet,3,0.9179258942604065,0.008099883794784546,0.09017398953437805,768
MAE-B16,mini-imagenet,4,0.9088056907057762,0.00791359692811966,0.09910790622234344,768
MAE-B16,mini-imagenet,5,0.8997571347281337,0.0077116964384913445,0.10795456171035767,768
MAE-B16,mini-imagenet,6,0.8880899068899453,0.0073314872570335865,0.11924158036708832,768
MAE-B16,mini-imagenet,7,0.8692864254117012,0.006893061101436615,0.1376066356897354,768
MAE-B16,mini-imagenet,8,0.8427040888927877,0.00599433621391654,0.16329024732112885,768
MAE-B16,mini-imagenet,9,0.8172587398439646,0.005493590608239174,0.1882348507642746,768
MAE-B16,mini-imagenet,10,0.7909351428970695,0.005342527292668819,0.21440738439559937,768
MAE-B16,mini-imagenet,11,0.7806241726502776,0.005330569110810757,0.22470639646053314,768
