model,dataset,layer_idx,loes_score,classification_loss,isotropy,embed_dim
DeiT-B16,dtd,0,0.902902904432267,0.004209201317280531,0.10130629688501358,768
DeiT-B16,dtd,1,0.8354460071495851,8.951832569437101e-05,0.16464351117610931,768
DeiT-B16,dtd,2,0.8082262211560192,5.536627668334404e-06,0.19177931547164917,768
DeiT-B16,dtd,3,0.779617408786919,5.611526034954295e-07,0.2203831523656845,768
DeiT-B16,dtd,4,0.7602830725376393,9.412215007387204e-08,0.2397170215845108,768
DeiT-B16,dtd,5,0.7361621077697604,1.150778228264926e-08,0.26383790373802185,768
DeiT-B16,dtd,6,0.687823177200942,8.169698806348435e-10,0.31217682361602783,768
DeiT-B16,dtd,7,0.6294569969875674,6.984280515043295e-11,0.3705430030822754,768
DeiT-B16,dtd,8,0.5674780309268922,6.863481571278696e-12,0.4325219690799713,768
DeiT-B16,dtd,9,0.47858095169159925,9.254056939148048e-13,0.5214190483093262,768
DeiT-B16,dtd,10,0.4630052447509394,1.9036343681944068e-11,0.5369947552680969,768
DeiT-B16,dtd,11,0.637781858445633,1.4190788301393642e-12,0.36221814155578613,768
