model,dataset,layer_idx,loes_score,classification_loss,isotropy,embed_dim
ViT-IN21k-B16,dtd,0,0.8725181833142415,0.0012977436417713761,0.1287795603275299,768
ViT-IN21k-B16,dtd,1,0.839960927057291,3.8090229281806387e-06,0.1600428819656372,768
ViT-IN21k-B16,dtd,2,0.7995656891182907,1.624384005083357e-08,0.20043432712554932,768
ViT-IN21k-B16,dtd,3,0.7624660909976289,1.796143500598646e-08,0.23753392696380615,768
ViT-IN21k-B16,dtd,4,0.7307708572059735,1.0639293890335466e-09,0.26922914385795593,768
ViT-IN21k-B16,dtd,5,0.697446287870983,1.192668741545333e-09,0.3025537133216858,768
ViT-IN21k-B16,dtd,6,0.6837069697482803,7.255294143249102e-10,0.31629303097724915,768
ViT-IN21k-B16,dtd,7,0.6589783133703272,1.6270083891267717e-10,0.34102168679237366,768
ViT-IN21k-B16,dtd,8,0.6601046329126911,5.350665466252735e-10,0.3398953676223755,768
ViT-IN21k-B16,dtd,9,0.6527039716491683,9.784681953561858e-10,0.3472960293292999,768
ViT-IN21k-B16,dtd,10,0.5813299904698219,1.89179267806594e-08,0.41867002844810486,768
ViT-IN21k-B16,dtd,11,0.6302624076222862,2.942034171837804e-09,0.3697375953197479,768
