model,dataset,layer_idx,loes_score,classification_loss,isotropy,embed_dim
DeiT-B16,dtd,0,0.9026298969984055,0.0041067227721214294,0.10147682577371597,768
DeiT-B16,dtd,1,0.8370190588757396,7.762294262647629e-05,0.1630585640668869,768
DeiT-B16,dtd,2,0.8113932323599329,4.680171059590066e-06,0.1886114478111267,768
DeiT-B16,dtd,3,0.7817693847570695,5.412254608927469e-07,0.21823115646839142,768
DeiT-B16,dtd,4,0.7636902714409644,8.291385711345356e-08,0.23630981147289276,768
DeiT-B16,dtd,5,0.7403259102082114,1.2276158756208133e-08,0.2596741020679474,768
DeiT-B16,dtd,6,0.6896875210531743,7.875951002489501e-10,0.3103124797344208,768
DeiT-B16,dtd,7,0.6303339899302596,7.163228343820549e-11,0.3696660101413727,768
DeiT-B16,dtd,8,0.5764322877002723,7.248627913181149e-12,0.4235677123069763,768
DeiT-B16,dtd,9,0.4930383563051924,1.0236977281488646e-12,0.5069616436958313,768
DeiT-B16,dtd,10,0.5040226578826201,1.1373831564076564e-11,0.49597734212875366,768
DeiT-B16,dtd,11,0.6753070950557565,4.944657530647767e-12,0.32469290494918823,768
