model,dataset,layer_idx,loes_score,classification_loss,isotropy,embed_dim
DINOv2-S,imagenet-100,0,0.8624954260885715,0.009293634444475174,0.14679820835590363,384
DINOv2-S,imagenet-100,1,0.8692500069737434,0.00924026221036911,0.13999025523662567,384
DINOv2-S,imagenet-100,2,0.8525156220421195,0.009002177976071835,0.15648655593395233,384
DINOv2-S,imagenet-100,3,0.8275316888466477,0.008798875845968723,0.18126718699932098,384
DINOv2-S,imagenet-100,4,0.796356133185327,0.008620492182672024,0.21226435899734497,384
DINOv2-S,imagenet-100,5,0.7958545833826065,0.008442282676696777,0.21258769929409027,384
DINOv2-S,imagenet-100,6,0.7890647379681468,0.008139270357787609,0.2190745323896408,384
DINOv2-S,imagenet-100,7,0.76135946623981,0.007847411558032036,0.24648794531822205,384
DINOv2-S,imagenet-100,8,0.7718947688117623,0.007377476431429386,0.23548270761966705,384
DINOv2-S,imagenet-100,9,0.8240670706145465,0.006904884707182646,0.1828378140926361,384
DINOv2-S,imagenet-100,10,0.8417062414810061,0.006066720001399517,0.16436047852039337,384
DINOv2-S,imagenet-100,11,0.18985563004389405,0.004230672959238291,0.8143750429153442,384
