model,dataset,layer_idx,loes_score,classification_loss,isotropy,embed_dim
CLIP-B32,cifar100,0,0.9088728837668896,0.00837508961558342,0.09950220584869385,768
CLIP-B32,cifar100,1,0.8958448125049472,0.008234093897044659,0.11238928139209747,768
CLIP-B32,cifar100,2,0.8824748806655407,0.008105915039777756,0.12563103437423706,768
CLIP-B32,cifar100,3,0.8672546008601785,0.007935361005365849,0.14068076014518738,768
CLIP-B32,cifar100,4,0.8468876373954117,0.007649455685168505,0.16076181828975677,768
CLIP-B32,cifar100,5,0.8079168582335114,0.0072770798578858376,0.1993602216243744,768
CLIP-B32,cifar100,6,0.77652567345649,0.006914895959198475,0.23038922250270844,768
CLIP-B32,cifar100,7,0.756660237442702,0.006548791658133268,0.2498885542154312,768
CLIP-B32,cifar100,8,0.7203993373550475,0.006063329521566629,0.28566399216651917,768
CLIP-B32,cifar100,9,0.753391498234123,0.005490207578986883,0.2520987093448639,768
CLIP-B32,cifar100,10,0.7721039853058755,0.0054436675272881985,0.23333968222141266,768
CLIP-B32,cifar100,11,0.8006817810237408,0.005572032183408737,0.20489025115966797,768
