model,dataset,layer_idx,loes_score,classification_loss,isotropy,embed_dim
DeiT-B16,cifar100,0,0.9398950031027198,0.0089567294344306,0.06906172633171082,768
DeiT-B16,cifar100,1,0.9124483522027731,0.008139727637171745,0.09569137543439865,768
DeiT-B16,cifar100,2,0.9007487148046494,0.007963523268699646,0.10721480846405029,768
DeiT-B16,cifar100,3,0.883239553309977,0.00789718423038721,0.12465763092041016,768
DeiT-B16,cifar100,4,0.8676871280185878,0.007808826398104429,0.1401216983795166,768
DeiT-B16,cifar100,5,0.8433820977807045,0.007580958306789398,0.1641988605260849,768
DeiT-B16,cifar100,6,0.8080229228362441,0.007299250923097134,0.19927632808685303,768
DeiT-B16,cifar100,7,0.7585393656045198,0.006978558376431465,0.24843919277191162,768
DeiT-B16,cifar100,8,0.6975226853974164,0.0066650365479290485,0.3091423511505127,768
DeiT-B16,cifar100,9,0.6578465020284057,0.006032905541360378,0.3481864035129547,768
DeiT-B16,cifar100,10,0.6079930514097214,0.005175456404685974,0.3971824049949646,768
DeiT-B16,cifar100,11,0.7226070147007704,0.005038974806666374,0.282431960105896,768
