model,dataset,layer_idx,loes_score,classification_loss,isotropy,embed_dim
CLIP-B32,caltech-ucsd-birds-200-2011,0,0.8960678429575637,0.0017595515819266438,0.10569170862436295,768
CLIP-B32,caltech-ucsd-birds-200-2011,1,0.8824086001841351,0.0017373895971104503,0.11932878941297531,768
CLIP-B32,caltech-ucsd-birds-200-2011,2,0.8713020113063976,0.0017198649002239108,0.1304178535938263,768
CLIP-B32,caltech-ucsd-birds-200-2011,3,0.8550492024514824,0.0017006343696266413,0.14665143191814423,768
CLIP-B32,caltech-ucsd-birds-200-2011,4,0.8455434505594894,0.0016828094376251101,0.15613935887813568,768
CLIP-B32,caltech-ucsd-birds-200-2011,5,0.8234027379658073,0.0016665214207023382,0.17826378345489502,768
CLIP-B32,caltech-ucsd-birds-200-2011,6,0.8271814360050485,0.00162733334582299,0.17444589734077454,768
CLIP-B32,caltech-ucsd-birds-200-2011,7,0.8360748083796352,0.0016054452862590551,0.16553063690662384,768
CLIP-B32,caltech-ucsd-birds-200-2011,8,0.8446820094250143,0.001571939792484045,0.1568899303674698,768
CLIP-B32,caltech-ucsd-birds-200-2011,9,0.839778536115773,0.0015580739127472043,0.16177953779697418,768
CLIP-B32,caltech-ucsd-birds-200-2011,10,0.8365863088984042,0.0015441600698977709,0.16495785117149353,768
CLIP-B32,caltech-ucsd-birds-200-2011,11,0.8314698727335781,0.0015393735375255346,0.17006950080394745,768
